t_s,rpm,u1_suction,u2_circ,u3_inlet,Q_Nm3h,p_disch_kPa,T_disch_C,p_suction_kPa,T_suction_C,vib_um
1134,7500,80.0,15.0,80.0,9897.1,196.60,42.75,101.15,23.62,12.86
1135,7500,80.0,15.0,80.0,9988.4,196.92,41.77,101.37,25.34,13.61
1136,7500,80.0,15.0,80.0,9799.9,196.86,43.18,101.38,25.49,12.78
1137,7500,80.0,15.0,80.0,9891.8,197.11,42.89,101.35,24.75,14.18
1138,7500,80.0,15.0,80.0,9698.8,196.98,40.63,101.27,24.78,12.54
1139,7500,80.0,15.0,80.0,9863.4,197.07,41.88,101.68,24.07,13.22
1140,7500,80.0,15.0,80.0,9845.6,195.96,42.35,100.76,25.88,13.27
1141,7500,80.0,15.0,80.0,9935.9,195.83,42.07,100.75,25.25,12.83
1142,7500,80.0,15.0,80.0,9879.6,196.16,43.79,100.65,25.59,12.83
1143,7500,80.0,15.0,80.0,10012.4,196.82,42.49,101.55,24.26,13.03
1144,7500,80.0,15.0,80.0,9740.5,196.87,43.20,101.04,25.42,13.02
1145,7500,80.0,15.0,80.0,10008.7,196.57,40.95,101.18,25.01,13.15
1146,7500,80.0,15.0,80.0,9743.9,196.64,41.85,100.95,24.05,13.16
1147,7500,80.0,15.0,80.0,9819.1,197.08,43.24,101.52,25.90,13.24
1148,7500,80.0,15.0,80.0,9689.3,197.16,42.65,100.85,25.09,13.05
1149,7500,80.0,15.0,80.0,9692.8,195.78,43.46,100.76,25.66,12.80
1150,7500,80.0,15.0,80.0,9805.8,196.47,42.63,100.97,24.38,12.52
1151,7500,80.0,15.0,80.0,9795.1,196.13,42.65,101.26,25.40,11.67
1152,7500,80.0,15.0,80.0,9694.7,196.39,43.82,101.17,25.17,13.21
1153,7500,80.0,15.0,80.0,9912.3,195.97,41.10,101.03,25.10,13.17
1154,7500,80.0,15.0,80.0,10050.7,197.24,40.12,101.65,24.87,14.31
1155,7500,80.0,15.0,80.0,9775.5,196.92,41.15,101.26,24.42,13.02
1156,7500,80.0,15.0,80.0,9677.0,197.63,41.40,102.00,24.69,13.15
1157,7500,80.0,15.0,80.0,9767.6,197.01,43.07,101.49,25.45,12.61
1158,7500,80.0,15.0,80.0,9725.8,197.51,43.21,101.85,25.30,12.95
1159,7500,80.0,15.0,80.0,9748.3,197.49,42.73,102.02,25.64,13.66
1160,7500,80.0,15.0,80.0,9681.4,196.22,42.75,100.77,24.76,13.21
1161,7500,80.0,15.0,80.0,9948.2,196.11,41.71,101.00,24.63,12.63
1162,7500,80.0,15.0,80.0,9797.7,196.74,43.93,101.47,25.64,13.12
1163,7500,80.0,15.0,80.0,9921.5,197.84,41.85,102.07,24.46,12.50
1164,7500,80.0,15.0,80.0,9834.3,196.23,42.46,100.89,24.69,12.37
1165,7500,80.0,15.0,80.0,9784.4,196.23,41.06,100.44,23.66,13.15
1166,7500,80.0,15.0,80.0,9796.2,197.61,44.09,101.74,25.54,13.20
1167,7500,80.0,15.0,80.0,10010.7,197.27,39.29,101.41,24.97,11.99
1168,7500,80.0,15.0,80.0,9847.7,196.32,43.74,100.97,25.47,13.34
1169,7500,80.0,15.0,80.0,9780.9,196.65,43.31,100.45,24.81,13.09
1170,7500,80.0,15.0,80.0,10011.1,196.67,41.47,101.19,25.83,13.24
1171,7500,80.0,15.0,80.0,9897.0,196.64,43.58,101.10,24.41,12.32
1172,7500,80.0,15.0,80.0,9701.7,195.79,40.97,100.51,25.11,12.85
1173,7500,80.0,15.0,80.0,9895.5,196.51,41.98,101.34,24.47,11.86
1174,7500,80.0,15.0,80.0,9931.6,196.98,40.87,100.97,24.74,13.06
1175,7500,80.0,15.0,80.0,9677.0,195.66,41.58,100.33,25.63,12.27
1176,7500,80.0,15.0,80.0,9814.6,196.32,40.62,101.16,25.22,12.71
1177,7500,80.0,15.0,80.0,9875.2,196.52,40.65,101.06,24.52,13.74
1178,7500,80.0,15.0,80.0,9809.3,197.32,42.03,101.47,25.20,13.35
1179,7500,80.0,15.0,80.0,9764.4,197.59,44.09,102.00,25.02,13.49
1180,7500,80.0,15.0,80.0,9817.2,196.64,42.28,101.49,24.88,13.08
1181,7500,80.0,15.0,80.0,9882.0,196.57,41.66,100.92,25.28,12.99
1182,7500,80.0,15.0,80.0,9878.4,197.13,43.16,101.50,25.24,13.43
1183,7500,80.0,15.0,80.0,9839.3,196.73,41.16,101.10,24.67,13.21
1184,7500,80.0,15.0,80.0,9963.5,196.73,42.37,101.03,24.62,12.20
1185,7500,80.0,15.0,80.0,9840.7,197.16,40.61,101.50,25.01,12.00
1186,7500,80.0,15.0,80.0,9895.9,196.78,43.21,101.15,25.52,12.42
1187,7500,80.0,15.0,80.0,9799.9,196.71,41.87,101.06,25.30,13.88
1188,7500,80.0,15.0,80.0,9856.3,197.22,41.29,101.31,25.09,12.79
1189,7500,80.0,15.0,80.0,9817.7,196.50,42.44,101.12,25.47,14.04
1190,7500,80.0,15.0,80.0,9834.2,196.35,41.97,100.89,25.47,13.67
1191,7500,80.0,15.0,80.0,9787.7,196.77,42.20,101.46,25.02,13.63
1192,7500,80.0,15.0,80.0,9737.2,195.87,42.62,100.68,24.66,12.46
1193,7500,80.0,15.0,80.0,9927.2,196.70,40.61,101.18,24.96,12.81
1194,7500,80.0,15.0,80.0,9889.5,197.10,41.48,101.46,24.62,12.25
1195,7500,80.0,15.0,80.0,9997.5,197.10,41.01,101.64,24.81,12.93
1196,7500,80.0,15.0,80.0,9866.7,196.61,42.53,101.01,25.45,12.21
1197,7500,80.0,15.0,80.0,9864.6,197.49,42.11,101.91,24.98,11.72
1198,7500,80.0,15.0,80.0,9711.6,196.36,41.67,101.11,25.62,13.06
1199,7500,80.0,15.0,80.0,9705.8,196.54,42.45,101.43,25.11,13.44
1200,7500,80.0,15.0,80.0,9881.3,196.41,40.48,101.12,25.36,12.76
1201,7500,80.0,15.0,80.0,9791.9,196.44,42.82,101.37,25.56,13.60
1202,7500,80.0,15.0,80.0,9866.8,196.90,44.63,101.31,24.78,12.84
1203,7500,80.0,15.0,80.0,9837.1,196.41,41.26,101.04,24.93,12.43
1204,7500,80.0,15.0,80.0,10005.6,197.30,41.31,101.13,24.91,13.37
1205,7500,80.0,15.0,80.0,9787.3,196.56,41.08,100.66,24.47,12.17
1206,7500,80.0,15.0,80.0,9859.5,196.09,41.85,100.75,24.83,13.15
1207,7500,80.0,15.0,80.0,9770.6,197.19,43.73,101.27,25.08,13.08
1208,7500,80.0,15.0,80.0,9959.5,195.45,40.59,100.76,24.78,12.99
1209,7500,80.0,15.0,80.0,9907.9,196.13,39.21,100.40,24.24,14.34
1210,7500,80.0,15.0,80.0,9852.9,196.04,43.87,100.11,24.89,12.44
1211,7500,80.0,15.0,80.0,9885.2,196.26,43.22,101.35,25.06,12.43
1212,7500,80.0,15.0,80.0,9859.0,197.10,43.53,101.56,25.57,13.97
1213,7500,80.0,15.0,80.0,9906.4,197.20,42.94,101.72,25.34,13.26
1214,7500,80.0,15.0,80.0,9757.7,196.61,41.57,101.17,24.10,12.30
1215,7500,80.0,15.0,80.0,9861.2,196.87,43.04,101.15,25.29,12.89
1216,7500,80.0,15.0,80.0,9719.4,196.94,42.29,100.94,25.81,12.25
1217,7500,80.0,15.0,80.0,9851.2,196.18,42.56,100.93,25.15,13.51
1218,7500,80.0,15.0,80.0,9863.2,196.83,44.91,101.38,25.78,12.53
1219,7500,80.0,15.0,80.0,9926.1,196.65,40.53,101.20,24.72,12.84
1220,7500,80.0,15.0,80.0,9821.4,197.66,43.88,101.85,25.07,12.95
1221,7500,80.0,15.0,80.0,10029.4,196.66,41.56,100.77,25.51,12.25
1222,7500,80.0,15.0,80.0,9913.0,196.60,42.73,101.39,24.85,13.64
1223,7500,80.0,15.0,80.0,9776.0,197.69,43.89,101.94,25.23,12.70
1224,7500,80.0,15.0,80.0,9800.3,196.50,42.15,100.74,24.65,13.06
1225,7500,80.0,15.0,80.0,10023.2,196.97,42.50,101.14,25.81,12.53
1226,7500,80.0,15.0,80.0,9842.7,196.70,43.06,101.34,24.83,12.95
1227,7500,80.0,15.0,80.0,9666.2,196.08,43.26,100.78,25.56,13.61
1228,7500,80.0,15.0,80.0,9745.8,196.69,45.03,101.07,25.34,13.12
1229,7500,80.0,15.0,80.0,9946.3,196.12,42.68,101.00,25.67,12.62
1230,7500,80.0,15.0,80.0,9882.6,197.27,42.29,101.84,24.74,11.98
1231,7500,80.0,15.0,80.0,9970.0,197.16,42.57,101.57,25.36,13.10
1232,7500,80.0,15.0,80.0,9767.0,197.36,42.31,101.34,25.43,12.97
1233,7500,80.0,15.0,80.0,9842.6,198.15,42.42,101.79,24.87,13.29
1234,7500,80.0,15.0,80.0,9840.1,196.96,40.42,101.23,24.27,13.14
1235,7500,80.0,15.0,80.0,9939.2,197.09,41.53,101.38,25.60,12.59
1236,7500,80.0,15.0,80.0,9852.9,196.92,40.60,101.34,25.61,13.89
1237,7500,80.0,15.0,80.0,9902.1,196.68,44.90,100.79,25.90,12.85
1238,7500,80.0,15.0,80.0,9830.6,196.63,42.29,101.51,26.28,14.24
1239,7500,80.0,15.0,80.0,9771.9,196.86,45.04,101.41,25.70,13.11
1240,7500,80.0,15.0,80.0,9863.7,196.75,39.15,101.02,23.89,13.01
1241,7500,80.0,15.0,80.0,9862.2,196.51,40.87,101.11,24.14,12.91
1242,7500,80.0,15.0,80.0,9789.2,196.48,40.44,101.53,25.78,13.31
1243,7500,80.0,15.0,80.0,9824.6,197.39,41.72,101.69,24.91,12.00
1244,7500,80.0,15.0,80.0,9919.1,196.26,41.65,101.01,24.44,12.75
1245,7500,80.0,15.0,80.0,9962.7,196.17,41.83,101.08,24.60,11.90
1246,7500,80.0,15.0,80.0,9758.7,196.69,43.05,101.21,25.06,13.39
1247,7500,80.0,15.0,80.0,9921.9,197.13,39.92,101.01,23.95,12.47
1248,7500,80.0,15.0,80.0,9778.1,197.04,42.14,101.41,24.56,12.42
1249,7500,80.0,15.0,80.0,9752.6,196.31,41.94,100.99,24.50,13.18
1250,7500,80.0,15.0,80.0,9865.1,196.77,43.99,101.11,25.07,12.84
1251,7500,80.0,15.0,80.0,9813.6,196.79,40.00,101.56,24.46,13.24
1252,7500,80.0,15.0,80.0,9906.9,196.97,43.05,101.40,25.10,12.76
1253,7500,80.0,15.0,80.0,9829.0,196.66,43.93,101.54,24.88,15.15
1254,7500,80.0,15.0,80.0,10007.5,196.35,42.17,101.31,25.06,12.66
1255,7500,80.0,15.0,80.0,9741.5,196.62,42.53,101.38,24.45,12.62
1256,7500,80.0,15.0,80.0,9995.3,196.12,43.47,100.63,25.30,13.14
1257,7500,80.0,15.0,80.0,9725.7,196.41,40.42,100.82,25.19,12.89
1258,7500,80.0,15.0,80.0,9769.6,196.67,44.42,101.39,25.33,12.87
1259,7500,80.0,15.0,80.0,10003.6,196.46,42.85,100.81,24.54,14.00
1260,7500,80.0,15.0,80.0,9906.3,197.59,41.48,102.03,25.23,12.20
1261,7500,80.0,15.0,80.0,9858.6,196.56,41.51,100.73,24.57,14.04
1262,7500,80.0,15.0,80.0,9736.1,196.95,42.31,101.50,25.43,12.44
1263,7500,80.0,15.0,80.0,9910.6,195.83,42.43,100.67,25.34,12.43
1264,7500,80.0,15.0,80.0,9806.8,197.04,41.14,101.37,24.50,13.21
1265,7500,80.0,15.0,80.0,9838.0,197.46,43.31,101.70,25.75,12.62
1266,7500,80.0,15.0,80.0,9801.9,198.09,42.97,102.23,24.92,12.88
1267,7500,80.0,15.0,80.0,9864.0,197.41,44.76,101.75,25.47,12.70
1268,7500,80.0,15.0,80.0,9778.6,197.45,42.07,101.68,24.81,14.15
1269,7500,80.0,15.0,80.0,9854.6,197.16,42.26,101.49,24.28,12.19
1270,7500,80.0,15.0,80.0,9845.4,197.18,41.41,101.79,24.24,12.99
1271,7500,80.0,15.0,80.0,9798.6,197.01,42.75,101.39,24.27,11.70
1272,7500,80.0,15.0,80.0,10030.7,196.92,40.57,101.62,24.27,12.71
1273,7500,80.0,15.0,80.0,9716.7,196.36,41.12,100.70,24.90,12.17
1274,7500,80.0,15.0,80.0,9890.1,197.17,41.71,101.44,25.66,11.73
1275,7500,80.0,15.0,80.0,10031.9,197.40,43.04,101.51,24.05,13.08
1276,7500,80.0,15.0,80.0,9684.4,197.16,44.49,101.22,24.71,12.69
1277,7500,80.0,15.0,80.0,9832.3,197.27,42.76,101.40,25.63,13.24
1278,7500,80.0,15.0,80.0,9950.3,197.68,43.11,101.84,24.75,12.99
1279,7500,80.0,15.0,80.0,9944.1,196.71,40.03,101.15,24.72,12.27
1280,7500,80.0,15.0,80.0,9790.0,196.84,42.48,101.55,25.25,13.46
1281,7500,80.0,15.0,80.0,10073.9,196.48,43.40,101.30,25.57,13.07
1282,7500,80.0,15.0,80.0,9838.6,197.73,41.75,101.77,25.17,13.27
1283,7500,80.0,15.0,80.0,9686.1,197.05,42.35,101.16,24.84,13.08
1284,7500,80.0,15.0,80.0,9772.3,197.28,42.53,101.51,25.03,12.81
1285,7500,80.0,15.0,80.0,9628.5,196.04,40.87,101.05,25.27,12.73
1286,7500,80.0,15.0,80.0,9667.3,196.73,42.28,101.03,25.05,13.14
1287,7500,80.0,15.0,80.0,9973.4,197.05,42.74,101.65,25.02,11.41
1288,7500,80.0,15.0,80.0,9715.1,196.86,41.28,101.16,24.83,13.79
1289,7500,80.0,15.0,80.0,9888.3,196.79,43.53,101.42,25.26,13.42
1290,7500,80.0,15.0,80.0,9814.8,196.52,43.81,101.06,25.17,13.28
1291,7502,80.1,15.0,80.0,9941.3,197.24,43.52,101.38,25.23,12.77
1292,7505,80.2,14.9,80.1,9897.3,196.82,40.91,101.16,25.29,12.87
1293,7507,80.2,14.9,80.1,9961.9,197.30,39.07,101.37,23.84,13.63
1294,7510,80.3,14.8,80.2,9742.9,197.78,45.50,102.08,25.60,11.68
1295,7512,80.4,14.8,80.2,10048.2,196.46,42.68,101.10,25.76,12.64
1296,7515,80.5,14.8,80.2,10061.2,197.23,41.49,101.56,25.34,12.66
1297,7517,80.6,14.7,80.3,9807.2,196.70,41.35,100.96,24.77,11.56
1298,7520,80.7,14.7,80.3,9813.5,197.71,41.99,101.36,25.34,13.02
1299,7522,80.7,14.6,80.4,10054.6,197.12,42.70,101.20,24.70,13.35
1300,7525,80.8,14.6,80.4,9928.8,198.39,39.63,102.18,24.01,13.09
1301,7527,80.9,14.5,80.5,10016.2,197.72,40.88,101.20,25.04,14.00
1302,7530,81.0,14.5,80.5,10180.2,197.49,41.68,101.28,25.26,13.19
1303,7532,81.1,14.5,80.5,9938.4,197.75,44.15,101.79,25.01,13.01
1304,7535,81.2,14.4,80.6,10064.4,197.47,42.32,101.04,24.95,13.33
1305,7537,81.2,14.4,80.6,10184.9,198.20,43.18,101.50,25.21,13.86
1306,7540,81.3,14.3,80.7,10043.2,197.50,42.84,101.75,25.02,13.12
1307,7542,81.4,14.3,80.7,10256.3,197.43,43.33,101.25,25.17,13.07
1308,7545,81.5,14.3,80.7,10149.4,197.36,41.92,101.09,25.04,13.82
1309,7547,81.6,14.2,80.8,9997.6,198.30,41.49,101.51,24.19,13.31
1310,7550,81.7,14.2,80.8,9974.6,197.82,43.26,101.32,24.28,13.33
1311,7552,81.7,14.1,80.9,10248.6,197.62,41.42,101.11,24.94,12.62
1312,7555,81.8,14.1,80.9,10253.3,197.86,42.93,100.91,25.24,12.93
1313,7557,81.9,14.0,81.0,10273.3,198.08,41.60,101.32,24.20,11.92
1314,7560,82.0,14.0,81.0,10173.4,198.76,43.01,102.29,24.59,12.79
1315,7562,82.1,14.0,81.0,10271.2,198.06,42.30,101.21,25.43,12.95
1316,7565,82.2,13.9,81.1,10309.9,197.97,42.12,101.02,25.68,12.63
1317,7567,82.2,13.9,81.1,10259.3,197.55,39.55,101.07,24.33,13.30
1318,7570,82.3,13.8,81.2,10213.8,199.10,40.62,102.02,24.49,13.07
1319,7572,82.4,13.8,81.2,10220.8,198.61,41.47,101.27,24.84,12.18
1320,7575,82.5,13.8,81.2,10340.4,198.36,40.86,101.33,25.09,13.90
1321,7577,82.6,13.7,81.3,10502.7,197.35,42.07,100.56,24.68,12.39
1322,7580,82.7,13.7,81.3,10490.6,198.72,42.85,101.29,25.72,13.02
1323,7582,82.7,13.6,81.4,10312.8,198.15,41.96,100.60,24.97,12.73
1324,7585,82.8,13.6,81.4,10522.1,198.58,39.73,101.18,24.99,13.01
1325,7587,82.9,13.5,81.5,10366.7,199.31,42.71,102.03,25.19,13.20
1326,7590,83.0,13.5,81.5,10439.5,197.90,43.78,100.93,25.23,13.34
1327,7592,83.1,13.5,81.5,10559.2,199.79,42.33,101.70,24.13,13.54
1328,7595,83.2,13.4,81.6,10624.8,199.51,45.07,101.58,24.94,12.77
1329,7597,83.2,13.4,81.6,10622.6,197.82,43.63,100.73,25.21,13.14
1330,7600,83.3,13.3,81.7,10604.9,198.92,42.07,101.01,24.26,13.67
1331,7602,83.4,13.3,81.7,10675.4,198.89,39.52,101.30,23.71,14.11
1332,7605,83.5,13.3,81.7,10571.1,199.54,43.26,101.84,25.84,14.14
1333,7607,83.6,13.2,81.8,10639.3,199.08,43.70,101.08,24.28,14.64
1334,7610,83.7,13.2,81.8,10734.2,199.47,42.76,101.85,24.88,13.22
1335,7612,83.7,13.1,81.9,10640.5,199.68,40.52,101.66,24.74,13.81
1336,7615,83.8,13.1,81.9,10603.4,198.17,44.30,100.65,24.86,13.80
1337,7617,83.9,13.0,82.0,11006.8,198.50,42.31,100.87,24.49,14.25
1338,7620,84.0,13.0,82.0,10791.2,199.84,43.22,102.01,25.47,14.64
1339,7622,84.1,13.0,82.0,10726.4,199.42,41.49,101.10,24.60,13.42
1340,7625,84.2,12.9,82.1,10591.6,198.85,42.50,100.47,26.34,14.44
1341,7627,84.2,12.9,82.1,10776.1,199.15,43.38,101.27,25.09,12.86
1342,7630,84.3,12.8,82.2,10966.4,199.49,44.83,101.59,25.62,13.37
1343,7632,84.4,12.8,82.2,10938.5,198.57,44.08,100.52,25.27,14.32
1344,7635,84.5,12.8,82.2,10913.5,199.80,40.94,101.32,25.02,14.22
1345,7637,84.6,12.7,82.3,10794.8,199.41,42.55,101.25,25.97,13.73
1346,7640,84.7,12.7,82.3,10991.9,200.00,42.54,101.28,25.20,14.19
1347,7642,84.7,12.6,82.4,10832.5,199.57,40.08,101.27,24.64,14.64
1348,7645,84.8,12.6,82.4,10822.5,199.06,43.49,100.84,24.43,13.67
1349,7647,84.9,12.5,82.5,11002.2,199.21,41.58,100.98,25.56,13.79
1350,7650,85.0,12.5,82.5,10913.7,200.09,39.86,101.45,24.93,13.74
1351,7652,85.1,12.5,82.5,10988.0,199.84,42.93,100.77,25.63,13.98
1352,7655,85.2,12.4,82.6,11131.6,199.09,43.06,100.54,25.44,13.18
1353,7657,85.2,12.4,82.6,11110.4,199.82,41.98,101.44,24.72,13.20
1354,7660,85.3,12.3,82.7,11046.2,199.90,42.87,101.08,25.89,13.14
1355,7662,85.4,12.3,82.7,10922.6,199.85,40.47,101.12,24.54,13.58
1356,7665,85.5,12.3,82.7,10963.4,200.59,46.86,100.86,26.21,13.64
1357,7667,85.6,12.2,82.8,11093.0,200.14,41.55,101.52,24.86,14.37
1358,7670,85.7,12.2,82.8,11089.6,200.23,40.54,101.43,24.90,13.79
1359,7672,85.7,12.1,82.9,11128.0,200.36,42.42,101.47,24.50,14.74
1360,7675,85.8,12.1,82.9,10857.9,200.34,42.08,102.01,24.57,13.08
1361,7677,85.9,12.0,83.0,11113.7,200.15,42.27,101.32,24.60,13.76
1362,7680,86.0,12.0,83.0,11104.9,200.49,44.89,101.55,25.57,12.95
1363,7682,86.1,12.0,83.0,11354.4,200.52,42.76,101.67,24.71,14.51
1364,7685,86.2,11.9,83.1,11227.2,200.68,44.99,101.24,25.17,13.92
1365,7687,86.2,11.9,83.1,11482.9,200.16,39.00,101.22,24.35,14.82
1366,7690,86.3,11.8,83.2,11270.3,200.24,42.85,100.61,25.20,14.32
1367,7692,86.4,11.8,83.2,11271.6,202.06,41.20,102.36,24.61,14.79
1368,7695,86.5,11.8,83.2,11061.0,200.74,44.33,101.21,25.03,13.41
1369,7697,86.6,11.7,83.3,11176.1,200.37,40.60,101.08,24.68,13.42
1370,7700,86.7,11.7,83.3,11403.5,200.93,44.53,101.68,24.89,13.80
1371,7702,86.7,11.6,83.4,11402.2,201.50,41.39,101.70,24.71,14.79
1372,7705,86.8,11.6,83.4,11519.7,200.58,40.78,101.01,24.97,14.31
1373,7707,86.9,11.5,83.5,11517.6,200.51,42.51,101.04,24.79,15.25
1374,7710,87.0,11.5,83.5,11391.5,200.96,42.78,101.37,25.04,13.35
1375,7712,87.1,11.5,83.5,11263.1,200.98,42.12,101.48,24.34,13.82
1376,7715,87.2,11.4,83.6,11621.0,202.00,43.47,101.78,26.04,14.42
1377,7717,87.2,11.4,83.6,11556.8,201.78,42.48,101.52,25.08,14.37
1378,7720,87.3,11.3,83.7,11503.0,201.87,42.82,101.57,25.08,14.81
1379,7722,87.4,11.3,83.7,11540.2,201.28,43.28,100.97,23.93,14.62
1380,7725,87.5,11.3,83.7,11611.6,201.71,41.44,101.76,25.15,13.38
1381,7727,87.6,11.2,83.8,11561.3,200.91,43.39,101.14,25.46,13.74
1382,7730,87.7,11.2,83.8,11809.0,202.39,43.83,101.90,25.03,13.80
1383,7732,87.7,11.1,83.9,11737.5,201.93,44.25,101.82,25.10,14.74
1384,7735,87.8,11.1,83.9,11668.9,201.95,44.01,101.57,24.20,13.97
1385,7737,87.9,11.0,84.0,11741.7,201.92,41.45,101.29,24.79,15.07
1386,7740,88.0,11.0,84.0,11499.8,202.27,44.32,101.92,25.17,13.59
1387,7742,88.1,11.0,84.0,11711.6,201.19,47.05,100.97,25.89,14.09
1388,7745,88.2,10.9,84.1,11707.9,201.56,43.66,101.17,25.17,14.01
1389,7747,88.2,10.9,84.1,11679.4,201.35,43.72,101.06,24.80,14.53
1390,7750,88.3,10.8,84.2,11925.6,202.27,43.35,101.69,25.48,15.33
1391,7752,88.4,10.8,84.2,11790.9,202.63,44.88,101.59,24.68,13.53
1392,7755,88.5,10.8,84.2,11758.0,201.14,41.95,101.05,24.35,14.57
1393,7757,88.6,10.7,84.3,11792.8,202.29,44.30,101.68,24.54,15.01
1394,7760,88.7,10.7,84.3,11850.7,201.09,42.97,100.65,24.74,15.02
1395,7762,88.7,10.6,84.4,11924.7,202.35,43.91,101.42,24.41,15.22
1396,7765,88.8,10.6,84.4,11810.0,202.70,44.80,101.92,25.00,14.22
1397,7767,88.9,10.5,84.5,12027.5,202.87,42.75,102.01,24.60,13.05
1398,7770,89.0,10.5,84.5,11884.0,202.42,45.07,101.84,24.66,14.93
1399,7772,89.1,10.5,84.5,11919.4,202.36,44.82,101.23,25.71,14.70
1400,7775,89.2,10.4,84.6,11746.8,203.14,42.17,101.92,24.45,15.46
1401,7777,89.2,10.4,84.6,11944.9,202.14,41.77,100.88,24.93,12.29
1402,7780,89.3,10.3,84.7,11899.5,202.62,43.56,101.77,24.43,15.24
1403,7782,89.4,10.3,84.7,11730.9,201.90,42.32,101.16,25.00,14.31
1404,7785,89.5,10.3,84.7,11851.4,202.36,42.26,101.67,24.33,13.21
1405,7787,89.6,10.2,84.8,12171.3,201.66,42.75,100.92,24.65,15.46
1406,7790,89.7,10.2,84.8,12129.2,201.60,43.36,100.32,24.57,14.24
1407,7792,89.7,10.1,84.9,12176.2,202.83,41.93,101.56,24.17,14.84
1408,7795,89.8,10.1,84.9,12229.2,202.86,41.66,101.23,24.95,14.58
1409,7797,89.9,10.0,85.0,12187.2,203.14,43.04,101.82,25.06,13.68
1410,7800,90.0,10.0,85.0,12178.8,202.48,42.23,100.93,24.67,14.46
1411,7800,90.0,10.0,85.0,12171.6,202.91,43.57,101.50,24.86,14.25
1412,7800,90.0,10.0,85.0,12316.6,202.59,44.66,101.07,25.41,14.99
1413,7800,90.0,10.0,85.0,12371.5,203.19,44.32,101.36,24.84,14.95
1414,7800,90.0,10.0,85.0,12272.2,203.37,42.83,101.63,25.16,14.11
1415,7800,90.0,10.0,85.0,12199.5,202.79,44.12,100.79,25.10,15.08
1416,7800,90.0,10.0,85.0,12192.4,202.16,44.13,101.27,25.18,13.62
1417,7800,90.0,10.0,85.0,12063.8,203.11,41.76,101.26,24.15,14.38
1418,7800,90.0,10.0,85.0,12068.3,202.29,42.11,101.37,23.87,14.83
1419,7800,90.0,10.0,85.0,12169.0,203.07,43.66,101.45,25.29,13.48
1420,7800,90.0,10.0,85.0,12039.5,203.34,45.28,101.35,24.25,14.45
1421,7800,90.0,10.0,85.0,12288.1,203.06,42.40,101.19,25.03,14.91
1422,7800,90.0,10.0,85.0,12394.6,203.35,41.43,101.30,26.06,14.52
1423,7800,90.0,10.0,85.0,12167.9,203.48,41.83,101.50,25.29,14.12
1424,7800,90.0,10.0,85.0,12194.2,203.35,42.39,101.83,24.76,14.61
1425,7800,90.0,10.0,85.0,12190.3,203.71,43.40,102.22,24.38,14.66
1426,7800,90.0,10.0,85.0,12288.1,202.69,42.39,101.01,24.76,14.15
1427,7800,90.0,10.0,85.0,12280.1,202.24,44.04,100.73,24.87,14.39
1428,7800,90.0,10.0,85.0,12233.7,202.66,43.52,100.99,25.14,15.44
1429,7800,90.0,10.0,85.0,12440.8,203.27,43.17,101.41,25.19,15.08
1430,7800,90.0,10.0,85.0,12091.6,202.81,43.46,101.08,25.07,13.37
1431,7800,90.0,10.0,85.0,12147.9,202.95,44.31,100.98,24.44,13.93
1432,7800,90.0,10.0,85.0,12315.6,202.51,44.17,101.14,24.22,15.17
1433,7800,90.0,10.0,85.0,12345.9,203.50,42.98,101.69,25.62,14.84
1434,7800,90.0,10.0,85.0,11805.5,202.92,42.52,101.44,24.56,14.22
1435,7800,90.0,10.0,85.0,12140.0,203.48,43.80,101.49,25.31,14.07
1436,7800,90.0,10.0,85.0,12087.6,202.99,42.61,101.86,26.13,15.02
1437,7800,90.0,10.0,85.0,12108.8,202.01,44.27,101.12,25.47,15.15
1438,7800,90.0,10.0,85.0,12213.3,203.43,42.59,101.84,24.91,15.24
1439,7800,90.0,10.0,85.0,11943.5,202.56,42.04,101.47,24.97,14.02
1440,7800,90.0,10.0,85.0,12047.9,203.04,42.10,101.54,25.00,14.61
1441,7800,90.0,10.0,85.0,11932.7,202.99,44.17,101.27,25.19,14.09
1442,7800,90.0,10.0,85.0,12250.1,202.63,41.70,101.41,24.84,14.36
1443,7800,90.0,10.0,85.0,12203.3,202.34,43.67,101.17,25.07,14.51
1444,7800,90.0,10.0,85.0,12000.1,203.83,43.21,101.80,25.36,14.72
1445,7800,90.0,10.0,85.0,12304.8,203.40,43.24,101.30,24.97,14.03
1446,7800,90.0,10.0,85.0,12046.2,202.81,41.65,101.19,24.83,14.39
1447,7800,90.0,10.0,85.0,12092.5,202.39,44.91,101.03,25.86,14.69
1448,7800,90.0,10.0,85.0,12140.9,203.04,43.62,101.54,25.61,15.53
1449,7800,90.0,10.0,85.0,11966.7,202.73,42.09,101.34,24.99,13.81
1450,7800,90.0,10.0,85.0,12328.5,202.22,42.65,100.96,25.14,14.41
1451,7800,90.0,10.0,85.0,12053.6,202.60,44.20,101.54,25.20,14.41
1452,7800,90.0,10.0,85.0,12109.1,202.90,44.11,101.44,25.13,14.75
1453,7800,90.0,10.0,85.0,12234.0,202.22,43.02,100.65,24.94,14.70
1454,7800,90.0,10.0,85.0,12435.4,202.66,43.65,100.87,25.18,14.54
1455,7800,90.0,10.0,85.0,12014.4,202.99,42.16,101.48,24.21,14.79
1456,7800,90.0,10.0,85.0,12140.3,202.82,41.86,101.24,25.39,14.39
